Guido Gustavo Porto,Economics ResearchWorld Bank Group,,The Price Is Not Always Right: On the Impacts of Commodity Prices on Households (and Countries),A mapping of labor mobility costs in the developing world,Pro-poor trade policy in Sub-Saharan Africa,"Exports, Export Destinations, and Skills",International Market Access and Poverty in Argentina,"Skills, Exports, and the Wages of Seven Million Latin American Workers","Agro-Manufactured Export Prices, Wages and Unemployment",Adjusting to Trade Policy: Evidence from U.S. Antidumping Duties on Vietnamese Catfish,"Realizing the gains from trade: Export crops, marketing costs, and poverty",Globalization and Complementary Policies: Poverty Impacts on Rural Zambia
Menno Prasad Pradhan,Afdeling Ontwikkelings EconomieSchool of Business and EconomicsVrije Universiteit Amsterdam,Faculteit Economie en BedrijfskundeUniversiteit van Amsterdam,The Impact of Financial Education for Youth in Ghana,Improving Educational Quality through Enhancing Community Participation: Results from a Randomized Field Experiment in Indonesia,Formal and informal sector employment in urban areas of Bolivia,,,,,,,
Paul V. Preckel,Department of Agricultural EconomicsPurdue University,,Determining the impact of wind on system costs via the temporal patterns of load and wind generation,Predicting within country household food expenditure variation using international cross-section estimates,Optimal management of molds in stored corn,"A modified, implicit, directly additive demand system",Economic Replacement of a Heterogeneous Herd,Projecting world food demand using alternative demand systems,Impact of Identity Preservation of Non-GMO Crops on the Grain Market System,Changes in the Structure of Global Food Demand,Impacts of growth stimulants in the domestic livestock sector,Risk Modeling via Direct Utility Maximization Using Numerical Quadrature
Theodor Valentin Purcarea,Facultatea de Management-MarketingUniversitatea Româno-Americană,,"The latest issue of our partner journal, ""Marketing Science and Inspirations"", Comenius University in Bratislava, Slovakia","More than a happy coincidence: Twentieth Anniversary of Valahia University of Targoviste, and Supply Chain Management for Efficient Consumer Response Conference 2012, organized by ECR Department of Va",Laudatio,,,,,,,
Abdul Qayyum,Department of Econometrics and StatisticsPakistan Institute of Development Economics,,Modeling the impact of exports on the economic growth of Pakistan,Analysing the Effect of Remittances on Rural Household in Pakistan,The Effect of Oil Prices and Regime Switches On Real Effective Exchange Rate in Pakistan: A Markov Regime Switching Approach,On the Welfare Cost of Inflation: The Case of Pakistan,Measuring the effects of monetary policy in Pakistan: a factor-augmented vector autoregressive approach,Pakistan: Breaking Out of Stagflation into Sustained Growth,Impact of monetary policy on the volatility of stock market in pakistan,Foreign aid-growth nexus in pakistan: role of macroeconomic policies,Measuring financial risk using extreme value theory: evidence from pakistan,"Trade, Financial and Growth Nexus in Pakistan"
Anders Rahbek,Økonomisk InstitutKøbenhavns Universitet,Center for Research in Econometric Analysis of Time Series (CREATES)Institut for ØkonomiAarhus Universitet,Inference on co-integration parameters in heteroskedastic vector autoregressions,Bootstrap Determination of the Co-Integration Rank in Heteroskedastic VAR Models,Multivariate variance targeting in the BEKK–GARCH model,Testing And Inference In Nonlinear Cointegrating Vector Error Correction Models,Cointegration Rank Testing Under Conditional Heteroskedasticity,Poisson Autoregression,The ACR Model: A Multivariate Dynamic Mixture Autoregression,Testing for co-integration in vector autoregressions with non-stationary volatility,Trend stationarity in the I(2) cointegration model,
Krishna Ramaswamy,Wharton School of BusinessUniversity of Pennsylvania,,Looking for Spot in the Presence of Futures,The valuation of floating-rate instruments : Theory and evidence,"A Test of the Cox, Ingersoll, and Ross Model of the Term Structure",,,,,,,
Rodney Ramcharan,Federal Reserve Board (Board of Governors of the Federal Reserve System),,The Real Effects of Liquidity During the Financial Crisis: Evidence from Automobiles,The impact of unconventional monetary policy on firm financing constraints: Evidence from the maturity extension program,From Wall Street to Main Street: The Impact of the Financial Crisis on Consumer Credit Supply,The Anatomy of a Credit Crisis: The Boom and Bust in Farm Land Prices in the United States in the 1920s,The Impact of House Prices on Consumer Credit: Evidence from an Internet Bank,Constituencies and Legislation: The Fight Over the McFadden Act of 1927,Land and Credit: A Study of the Political Economy of Banking in the United States in the Early 20th Century,,,
Miguel D. Ramirez,Department of EconomicsTrinity College,,Did Smaller Firms Face Higher Costs of Credit During the Great Recession? A Vector Error Correction Analysis with Structural Breaks,Is there a Long-Term Relationship among European Sovereign Bond Yields?,"Economic and Institutional Determinants of FDI in the Chilean Case: An Empirical Analysis, 1960-2014",Marx and Ricardo on machinery: a critical note,"FDI Flows to Latin America: A Pooled and Cointegration Analysis, 1980-2014",Do Exports lead Economic Output in Five Asian Countries? A Cointegration and Granger Causality Analysis,"Foreign Direct Investment and Income Inequality in Southeast Asia: a Panel Unit Root and Panel Cointegration Analysis, 1990–2013","Purchasing Power Parity: A Time Series Analysis of the U.S. and Mexico, 1995–2007","Credit, The Turnover of Capital, and the Law of the Falling Rate of Profit: A Critical Note","Economic Infrastructure, Private Capital Formation, and FDI Inflows to Hungary: A Unit Root and Cointegration Analysis with Structural Breaks"
Natalia Ramondo,Department of EconomicsW.P. Carey School of BusinessArizona State University,,Intrafirm trade and vertical fragmentation in U.S. multinational corporations,Innovation and Production in the Global Economy,"Trade, Domestic Frictions, and Scale Effects",The role of multinational production in a risky environment,"Trade, Multinational Production, and the Gains from Openness",,,,,
John Mark Ramseyer,"John M. Olin Center for Law, Economics, and BusinessHarvard School of LawHarvard University",,Executive Compensation in Japan: Estimating Levels and Determinants from Tax Records,Convictions versus Conviction Rates: The Prosecutor's Choice,Toward a theory of jurisdictional competition: the case of the Japanese FTC,"Who Appoints Them, What Do They Do? Evidence on Outside Directors from Japan",The Fable of the Keiretsu,Does Ownership Matter? Evidence from the Zaibatsu Dissolution Program,Banks and Economic Growth: Implications from Japanese History,Why Is the Japanese Conviction Rate So High?,Naked Exclusion: Reply,Corporate Governance in Transitional Economies: Lessons from the Prewar Japanese Cotton Textile Industry
Roland Rathelot,Department of EconomicsUniversity of Warwick,Centre for Economic Policy Research (CEPR),Unemployment Insurance and Reservation Wages: Evidence from Administrative Data,The heterogeneity of ethnic employment gaps,Mismatch Unemployment and the Geography of Job Search,Measuring segregation on small units: A partial identification analysis,Ethnic differentials on the labor market in the presence of asymmetric spatial sorting: Set identification and estimation,Do Labor Market Policies have Displacement Effects? Evidence from a Clustered Randomized Experiment,Social housing and location choices of immigrants in France,Measuring Segregation When Units are Small: A Parametric Approach,Place-based tax exemptions and displacement effects: An evaluation of the Zones Franches Urbaines program,Wages and employment of French workers with African origin
Marco Ratto,Joint Research CentreEuropean Commission,,Euro Area and US external adjustment: The role of commodity prices and Emerging Market shocks,Identification versus misspecification in New Keynesian monetary policy models,The post-crisis slump in the Euro Area and the US: Evidence from an estimated three-region DSGE model,What drives the German current account? And how does it affect other EU Member States?,International capital flows and the boom-bust cycle in Spain,"Fiscal policy, banks and the financial crisis",,,,
Michela Redoano,Department of EconomicsUniversity of Warwick,,Intergovernmental grants as signals and the alignment effect: Theory and evidence,Happy voters,Horizontal and vertical indirect tax competition: Theory and some evidence from the USA,Does Centralization Affect the Number and Size of Lobbies?,The political economy of policy centralization: direct versus representative democracy,Do countries compete over corporate tax rates?,,,,
David M. Reeb,Business SchoolNational University of Singapore (NUS),,,,,,,,,,,
Stefan Reichelstein,Graduate School of BusinessStanford University,,"Contract Complexity, Incentives, and the Value of Delegation","Holdups, Standard Breach Remedies, and Optimal Investment",Incentives in government contracts,,,,,,,
